36,7,4
36,8,5
36,11,5
37,1,4
37,2,3
37,3,3
37,4,4
37,5,5
37,7,4
37,8,4
37,11,4
38,1,3
38,2,2
38,3,2
38,4,3
38,5,1
38,7,1
38,8,1
38,11,4
39,1,3
39,2,1
39,3,2
39,4,3
39,5,3
39,7,2
39,8,3
39,11,5
40,1,5
40,2,4
40,3,3
40,4,3
40,5,4
40,7,4
40,8,4
40,11,5
41,1,2
41,2,2
41,3,1
41,4,1
41,5,2
41,7,2
41,8,2
41,11,2
42,1,3
42,2,2
42,3,1
42,4,3
42,5,3
42,7,3
42,8,3
42,11,4
43,1,2
43,2,1
43,3,2
43,4,3
43,5,2
43,7,2
43,8,3
43,11,3
44,1,4
44,2,2
44,3,4
44,4,5
44,5,4
44,7,4
44,8,4
44,11,4
45,1,4
45,2,3
45,3,3
45,4,3
45,5,4
45,7,4
45,8,3
45,11,4
46,1,4
46,2,3
46,3,4
46,4,4
46,5,4
46,7,4
46,8,4
46,11,4
47,1,2
47,3,1
47,4,3
47,5,2
47,7,2
47,8,2
47,11,2
48,1,5
48,2,7
48,3,7
48,4,6
48,5,6
48,6,6
48,7,7
48,8,7
48,9,7
48,11,7
48,22,7
48,23,7
49,1,9
49,2,9
49,3,9
49,4,8
49,5,9
49,6,8
49,7,10
49,8,9
49,9,9
49,11,9
49,22,10
49,23,9
50,1,6
50,2,7
50,3,7
50,4,7
50,5,7
50,6,8
50,7,8
50,8,7
50,9,7
50,11,6
50,22,7
50,23,7
51,1,9
51,2,8
51,3,6
51,4,8
51,5,10
51,6,8
51,7,9
51,8,7
51,9,7
51,11,8
51,22,9
51,23,7
52,1,10
52,2,10
52,3,9
52,4,11
52,5,12
52,6,8
52,7,10
52,8,9
52,9,9
52,11,8
52,22,11
52,23,9
53,1,10
53,2,9
53,3,9
53,4,9
53,5,10
53,6,8
53,7,9
53,8,9
53,9,9
53,11,9
53,22,10
53,23,10
54,1,9
54,2,9
54,3,9
54,4,8
54,5,9
54,6,8
54,7,9
54,8,9
54,9,10
54,11,8
54,22,10
54,23,8
55,1,8
55,2,8
55,3,8
55,4,7
55,5,9
55,6,9
55,7,10
55,8,7
55,9,7
55,11,8
55,22,8
55,23,8
56,1,8
56,2,7
56,3,7
56,4,8
56,5,8
56,6,6
56,7,8
56,8,7
56,9,7
56,11,6
56,22,7
56,23,7
57,8,5
57,12,23
57,13,22
57,14,23
57,15,22
57,16,22
57,17,22
57,18,22
57,19,22
57,20,22
57,21,22
58,8,5
59,8,3
59,12,21
59,13,21
59,14,21
59,15,20
59,16,21
59,17,21
59,18,21
59,19,21
59,20,22
59,21,21
60,8,8
61,8,6
61,12,23
61,13,22
61,14,23
61,15,22
61,16,22
61,17,22
61,18,22
61,19,22
61,20,22
61,21,22
62,8,5
62,12,22
62,13,22
62,14,22
62,15,22
62,16,22
62,17,22
62,18,22
62,19,22
62,20,22
62,21,22
63,8,4
63,12,21
63,13,21
63,14,21
63,15,21
63,16,21
63,17,21
63,18,21
63,19,21
63,20,21
63,21,21
64,12,15
64,13,15
64,14,16
64,15,15
64,16,15
64,17,15
64,18,15
64,19,15
64,20,15
64,21,15
65,12,23
65,13,23
65,14,23
65,15,23
65,16,21
65,17,21
65,18,21
65,19,21
65,20,21
65,21,21
66,12,23
66,13,23
66,14,23
66,15,23
66,16,21
66,17,22
66,18,21
66,19,21
66,20,21
66,21,21
67,12,22
67,13,23
67,14,23
67,15,23
67,16,21
67,17,21
67,18,22
67,19,22
67,20,21
67,21,21
68,8,5
68,13,21
68,14,21
68,15,21
71,11,4
72,8,11
72,12,23
75,12,21
75,13,23
75,14,23
75,15,23
75,16,21
75,17,21
75,18,21
75,19,21
75,20,21
75,21,21
76,12,22
76,13,23
76,14,23
76,15,23
76,16,22
76,17,22
76,18,22
76,19,22
76,20,22
76,21,22
77,8,8
78,8,10
82,5,4
85,1,1
85,2,1
85,3,1
85,4,1
85,5,1
85,7,2
85,8,2
85,11,1
86,1,
86,2,
86,3,
86,4,
86,5,
86,7,
86,8,
86,11,
87,1,
87,2,
87,3,
87,4,
87,5,
87,7,
87,8,
87,11,
88,1,
88,2,
88,3,
88,4,
88,5,
88,7,
88,8,
88,11,
89,1,
89,2,
89,3,
89,4,
89,5,
89,7,
89,8,
89,11,
90,1,
90,2,
90,3,
90,4,
90,5,
90,7,
90,8,
90,11,
91,1,
91,2,
91,3,
91,4,
91,5,
91,7,
91,8,
91,11,
92,1,
92,2,
92,3,
92,4,
92,5,
92,7,
92,8,
92,11,
93,1,
93,2,
93,3,
93,4,
93,5,
93,7,
93,8,
93,11,
94,1,
94,2,
94,3,
94,4,
94,5,
94,7,
94,8,
94,11,
95,1,
95,2,
95,3,
95,4,
95,5,
95,7,
95,8,
95,11,
96,1,1
96,2,1
96,3,1
96,4,1
96,5,1
96,7,1
96,8,1
96,11,1
97,1,6
97,2,9
97,3,7
97,4,6
97,5,7
97,7,7
97,8,7
97,11,
98,1,5
98,2,3
98,3,1
98,4,5
98,5,5
98,7,4
98,8,3
98,11,4
99,1,5
99,2,4
99,3,2
99,4,3
99,5,5
99,7,3
99,8,4
99,11,5
100,1,7
100,2,9
100,3,7
100,4,6
100,5,9
100,7,7
100,8,5
100,11,
101,1,7
101,2,9
101,3,7
101,4,6
101,5,6
101,7,7
101,8,5
101,11,
103,1,1
103,2,1
103,3,1
103,4,1
103,5,1
103,7,1
